,lexeme,syriac,glosses,etymologies,root,words,category,kaylo,origin_lang,origin_lang_word
26503,"{'id': 29305, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29305.json'}",ܐܝܣܛܘܪܝܐ,{'English': ['history']},{'Greek': ['ἱστορία']},,"[{'id': 55679, 'uri': 'https://sedra.bethmardutho.org/api/word/55679.json'}]",noun,,Greek,ἱστορία
26504,"{'id': 29306, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29306.json'}",ܐܝܣܛܪܘܣ,{'English': ['gadfly']},{'Greek': ['οἶστρος']},,"[{'id': 55680, 'uri': 'https://sedra.bethmardutho.org/api/word/55680.json'}]",noun,,Greek,οἶστρος
26510,"{'id': 29312, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29312.json'}",ܐܝܦܦܘܡܐܢܗܣ,{'English': ['a secretion of mares and sows']},{'Greek': ['ἱππομανής']},,"[{'id': 55686, 'uri': 'https://sedra.bethmardutho.org/api/word/55686.json'}]",noun,,Greek,ἱππομανής
26511,"{'id': 29313, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29313.json'}",ܐܝܦܦܘܣ,[],{'Greek': ['ἵππος']},,"[{'id': 55687, 'uri': 'https://sedra.bethmardutho.org/api/word/55687.json'}]",noun,,Greek,ἵππος
26513,"{'id': 29315, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29315.json'}",ܐܝܩܛܪܘܣ,{'English': ['jaundice']},{'Greek': ['ἴκτερος']},,"[{'id': 55689, 'uri': 'https://sedra.bethmardutho.org/api/word/55689.json'}]",noun,,Greek,ἴκτερος
26514,"{'id': 29316, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29316.json'}",ܐܝܩܠܐ,{'English': ['button holes']},{'Greek': ['ἀγκύλη']},,"[{'id': 55690, 'uri': 'https://sedra.bethmardutho.org/api/word/55690.json'}, {'id': 49590, 'uri': 'https://sedra.bethmardutho.org/api/word/49590.json'}]",noun,,Greek,ἀγκύλη
26515,"{'id': 29317, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29317.json'}",ܐܝܩܣܛܘܢ,{'English': ['name of a monastery']},{'Greek': ['εἰκοστός']},,"[{'id': 55691, 'uri': 'https://sedra.bethmardutho.org/api/word/55691.json'}]",proper noun (place name),,Greek,εἰκοστός
26519,"{'id': 29321, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29321.json'}",ܐܝܪܓܘܢܐ,{'English': ['child of morn']},{'Greek': ['ἠριγένεια']},,"[{'id': 55695, 'uri': 'https://sedra.bethmardutho.org/api/word/55695.json'}]",noun,,Greek,ἠριγένεια
26521,"{'id': 29323, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29323.json'}",ܐܝܪܘܢ,{'English': ['Patriarch of Antioch']},{'Greek': ['ierwn']},,"[{'id': 55697, 'uri': 'https://sedra.bethmardutho.org/api/word/55697.json'}]",proper noun (individual's name; e.g. Ephrem),,Greek,ierwn
26525,"{'id': 29327, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29327.json'}",ܐܝܪܝܢܘܢ,{'English': ['lily oil']},{'Greek': ['ἴρινος']},,"[{'id': 55701, 'uri': 'https://sedra.bethmardutho.org/api/word/55701.json'}]",noun,,Greek,ἴρινος
26529,"{'id': 29331, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29331.json'}",ܐܝܪܩܢܐ,{'English': ['hawkweed']},{'Greek': ['ἱεράκιον']},,"[{'id': 55705, 'uri': 'https://sedra.bethmardutho.org/api/word/55705.json'}]",noun,,Greek,ἱεράκιον
26533,"{'id': 29335, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29335.json'}",ܐܟܐܛܝܣ,{'English': ['agate']},{'Greek': ['ἀχάτης']},,"[{'id': 55709, 'uri': 'https://sedra.bethmardutho.org/api/word/55709.json'}]",noun,,Greek,ἀχάτης
26534,"{'id': 29336, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29336.json'}",ܐܟܐܢܝܣ,{'English': ['remora']},{'Greek': ['ἐχενηΐς']},,"[{'id': 55710, 'uri': 'https://sedra.bethmardutho.org/api/word/55710.json'}]",noun,,Greek,ἐχενηΐς
26538,"{'id': 29340, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29340.json'}",ܐܟܝܗܘܡܘܢ,"{'English': [""a Pharaoh's rat""]}",{'Greek': ['ἰχνεύμων']},,"[{'id': 55714, 'uri': 'https://sedra.bethmardutho.org/api/word/55714.json'}]",noun,,Greek,ἰχνεύμων
26539,"{'id': 29341, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29341.json'}",ܐܟܝܘܣ,{'English': ['the sea urchin']},{'Greek': ['ἐχῖνος']},,"[{'id': 55715, 'uri': 'https://sedra.bethmardutho.org/api/word/55715.json'}]",noun,,Greek,ἐχῖνος
26540,"{'id': 29342, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29342.json'}",ܐܟܝܢܘܣ,{'Greek': ['εχενηις']},{'Greek': ['ἐχενη']},,"[{'id': 55716, 'uri': 'https://sedra.bethmardutho.org/api/word/55716.json'}]",noun,,Greek,ἐχενη
26541,"{'id': 29343, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29343.json'}",ܐܟܝܪܦܘܐܛ,{'English': ['not made by hands']},{'Greek': ['ἀχειροποίητος']},,"[{'id': 55717, 'uri': 'https://sedra.bethmardutho.org/api/word/55717.json'}]",adjective,,Greek,ἀχειροποίητος
26549,"{'id': 29351, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29351.json'}",ܐܟܢܝܡܘܢ,{'English': ['ichneumon']},{'Greek': ['ἰχνεύμων']},,"[{'id': 55725, 'uri': 'https://sedra.bethmardutho.org/api/word/55725.json'}]",noun,,Greek,ἰχνεύμων
26552,"{'id': 29354, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29354.json'}",ܐܟܣܝܘܡܛܝܩܘ,{'English': ['men of high rank']},{'Greek': ['ἀξιωματικός']},,"[{'id': 55728, 'uri': 'https://sedra.bethmardutho.org/api/word/55728.json'}]",noun,,Greek,ἀξιωματικός
26553,"{'id': 29355, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29355.json'}",ܐܟܣܘܢ,{'English': ['axis']},{'Greek': ['ἄξων']},,"[{'id': 55729, 'uri': 'https://sedra.bethmardutho.org/api/word/55729.json'}]",noun,,Greek,ἄξων
26555,"{'id': 29357, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29357.json'}",ܐܟܣܝܛܝܪܝܘܢ,{'English': ['a farewell oration']},{'Greek': ['ἐξιτήριος']},,"[{'id': 55731, 'uri': 'https://sedra.bethmardutho.org/api/word/55731.json'}]",noun,,Greek,ἐξιτήριος
26564,"{'id': 29366, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29366.json'}",ܐܟܣܢܕܘܟܝܣܐ,"{'English': ['hospitals, guest-houses']}",{'Greek': ['ξενοδοχεῖον']},,"[{'id': 55740, 'uri': 'https://sedra.bethmardutho.org/api/word/55740.json'}]",noun,,Greek,ξενοδοχεῖον
26576,"{'id': 29378, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29378.json'}",ܐܠܘܕܐܘܣ,{'English': ['a specific people group living on the Nile']},{'Greek': ['ἁλώδης']},,"[{'id': 55752, 'uri': 'https://sedra.bethmardutho.org/api/word/55752.json'}]",proper noun,,Greek,ἁλώδης
26577,"{'id': 29379, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29379.json'}",ܐܠܘܕܪܝܘܢ,{'English': ['elydrion']},{'Greek': ['ἐλύδριον']},,"[{'id': 55753, 'uri': 'https://sedra.bethmardutho.org/api/word/55753.json'}]",noun,,Greek,ἐλύδριον
26583,"{'id': 29385, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29385.json'}",ܐܠܛܐ,{'English': ['a kind of toad-flax']},{'Greek': ['ἐλατίνη']},,"[{'id': 55759, 'uri': 'https://sedra.bethmardutho.org/api/word/55759.json'}]",noun,,Greek,ἐλατίνη
26587,"{'id': 29389, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29389.json'}",ܐܠܝܛܪܝܘܢ,"{'English': ['elaterium, juice of the wild cucumber']}",{'Greek': ['ἐλατήριος']},,"[{'id': 55763, 'uri': 'https://sedra.bethmardutho.org/api/word/55763.json'}]",noun,,Greek,ἐλατήριος
26589,"{'id': 29391, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29391.json'}",ܐܠܝܣܝܪܝܩܐ,{'English': ['pure silk']},{'Greek': ['ὁλοσηρικός']},,"[{'id': 55765, 'uri': 'https://sedra.bethmardutho.org/api/word/55765.json'}]",noun,,Greek,ὁλοσηρικός
26599,"{'id': 29401, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29401.json'}",ܐܠܢܘܣ,{'English': ['Helenus']},{'Greek': ['Ἕλενος']},,"[{'id': 55775, 'uri': 'https://sedra.bethmardutho.org/api/word/55775.json'}]",proper noun,,Greek,Ἕλενος
26604,"{'id': 29406, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29406.json'}",ܐܠܨܘܬܐ,"{'English': ['disgust, disgustingness']}",{'Greek': ['στενοχωρία']},,"[{'id': 55780, 'uri': 'https://sedra.bethmardutho.org/api/word/55780.json'}]",noun,,Greek,στενοχωρία
26607,"{'id': 29409, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29409.json'}",ܐܠܩܘܣܡܐ,{'English': ['dross of lead']},{'Greek': ['ἕλκυσμα']},,"[{'id': 55783, 'uri': 'https://sedra.bethmardutho.org/api/word/55783.json'}]",noun,,Greek,ἕλκυσμα
26616,"{'id': 29418, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29418.json'}",ܐܡܒܠܝܛܝܣ,{'English': ['a kind of earth smeared on vines to kill insects']},{'Greek': ['ampelitis']},,"[{'id': 55792, 'uri': 'https://sedra.bethmardutho.org/api/word/55792.json'}]",noun,,Greek,ampelitis
26622,"{'id': 29424, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29424.json'}",ܐܡܛܛܝܣ,{'English': ['bloodstone']},{'Greek': ['αἱματίτης']},,"[{'id': 55798, 'uri': 'https://sedra.bethmardutho.org/api/word/55798.json'}]",noun,,Greek,αἱματίτης
26624,"{'id': 29426, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29426.json'}",ܐܡܝܠܝܢܘܢ,{'English': ['of an apple tree']},{'Greek': ['μήλινος']},,"[{'id': 55800, 'uri': 'https://sedra.bethmardutho.org/api/word/55800.json'}]",adjective,,Greek,μήλινος
26626,"{'id': 29428, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29428.json'}",ܐܡܝܢܝ,{'English': ['an island in the Red Sea']},{'Greek': ['Ἀμμίνη']},,"[{'id': 55802, 'uri': 'https://sedra.bethmardutho.org/api/word/55802.json'}]",proper noun (place name),,Greek,Ἀμμίνη
26631,"{'id': 29433, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29433.json'}",ܐܡܦܘܛܝܣ,{'English': ['ebb of the sea']},{'Greek': ['ἄμπωτις']},,"[{'id': 55807, 'uri': 'https://sedra.bethmardutho.org/api/word/55807.json'}]",noun,,Greek,ἄμπωτις
26634,"{'id': 29436, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29436.json'}",ܐܡܦܪܟܐ,{'English': ['city guards']},{'Greek': ['eparxo']},,"[{'id': 55810, 'uri': 'https://sedra.bethmardutho.org/api/word/55810.json'}]",noun,,Greek,eparxo
26642,"{'id': 29444, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29444.json'}",ܐܡܬܝܐ,{'English': ['people a cubit high']},{'Greek': ['cubitalis']},,"[{'id': 55818, 'uri': 'https://sedra.bethmardutho.org/api/word/55818.json'}]",noun,,Greek,cubitalis
26643,"{'id': 29445, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29445.json'}",ܐܢܐܩܗܦܠܐܘܬܝܢܐ,{'English': ['to be summarized']},{'Greek': ['ἀνακεφαλαιόω']},,"[{'id': 55819, 'uri': 'https://sedra.bethmardutho.org/api/word/55819.json'}]",verb,,Greek,ἀνακεφαλαιόω
26644,"{'id': 29446, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29446.json'}",ܐܢܐܩܠܐܣܝܣ,{'English': ['reflection']},{'Greek': ['ἀνάκλασις']},,"[{'id': 55820, 'uri': 'https://sedra.bethmardutho.org/api/word/55820.json'}]",noun,,Greek,ἀνάκλασις
26647,"{'id': 29450, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29450.json'}",ܐܢܓܠܝܕܘܣ,{'English': ['pimpernel']},{'Greek': ['ἀναγαλλίς']},,"[{'id': 55824, 'uri': 'https://sedra.bethmardutho.org/api/word/55824.json'}]",noun,,Greek,ἀναγαλλίς
26652,"{'id': 29455, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29455.json'}",ܐܢܘܛܘܣ,{'English': ['the accuser of Socrates']},{'Greek': ['Ἄνυτος']},,"[{'id': 55829, 'uri': 'https://sedra.bethmardutho.org/api/word/55829.json'}]",proper noun (individual's name; e.g. Ephrem),,Greek,Ἄνυτος
26653,"{'id': 29456, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29456.json'}",ܐܢܘܛܝܩܘܢ,{'English': ['the Henoticon of Zeno']},{'Greek': ['ἑνωτικός']},,"[{'id': 55830, 'uri': 'https://sedra.bethmardutho.org/api/word/55830.json'}]",proper noun,,Greek,ἑνωτικός
26657,"{'id': 29460, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29460.json'}",ܐܢܛܐܩܘܩܠܝܐ,{'English': ['contradiction of an encyclical letter']},{'Greek': ['anteg']},,"[{'id': 55834, 'uri': 'https://sedra.bethmardutho.org/api/word/55834.json'}]",noun,,Greek,anteg
26658,"{'id': 29461, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29461.json'}",ܐܢܛܘܟܣܝܣ,{'English': ['petition']},{'Greek': ['ἔντευξις']},,"[{'id': 55835, 'uri': 'https://sedra.bethmardutho.org/api/word/55835.json'}]",noun,,Greek,ἔντευξις
26661,"{'id': 29464, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29464.json'}",ܐܢܛܝܛܝܩܘܝܘܢ,{'English': ['a stone assisting parturition']},{'Greek': ['τοκετός']},,"[{'id': 55838, 'uri': 'https://sedra.bethmardutho.org/api/word/55838.json'}]",noun,,Greek,τοκετός
26667,"{'id': 29470, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29470.json'}",ܐܢܛܝܩܣܪ,{'English': ['a rival Caesar']},{'Greek': ['Καῖσαρ']},,"[{'id': 55844, 'uri': 'https://sedra.bethmardutho.org/api/word/55844.json'}]",noun,,Greek,Καῖσαρ
26668,"{'id': 29471, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29471.json'}",ܐܢܛܠܐ,{'English': ['command']},{'Greek': ['ἐντολή']},,"[{'id': 55845, 'uri': 'https://sedra.bethmardutho.org/api/word/55845.json'}]",noun,,Greek,ἐντολή
26669,"{'id': 29472, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29472.json'}",ܐܢܛܠܘܣ,{'English': ['procurators']},{'Greek': ['ἐντολεύς']},,"[{'id': 55846, 'uri': 'https://sedra.bethmardutho.org/api/word/55846.json'}]",noun,,Greek,ἐντολεύς
26673,"{'id': 29476, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29476.json'}",ܐܢܛܐܪܩܛܐܘܣ,{'English': ['the Antarctic zone']},{'Greek': ['ἀνταρκτικός']},,"[{'id': 55850, 'uri': 'https://sedra.bethmardutho.org/api/word/55850.json'}]",proper noun (place name),,Greek,ἀνταρκτικός
26677,"{'id': 29480, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29480.json'}",ܐܢܟܪܝܣܛܢܘܛܝܢܐ,{'English': ['re-anointed']},{'Greek': ['χριστός']},,"[{'id': 55854, 'uri': 'https://sedra.bethmardutho.org/api/word/55854.json'}]",participle adjective,,Greek,χριστός
26682,"{'id': 29486, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29486.json'}",ܐܢܦܣܝܘܣ,"{'English': [""uncle's son""]}",{'Greek': ['ἀνεψιός']},,"[{'id': 55860, 'uri': 'https://sedra.bethmardutho.org/api/word/55860.json'}]",noun,,Greek,ἀνεψιός
26684,"{'id': 29488, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29488.json'}",ܐܢܩܘܪܐ,{'English': ['an anchor']},{'Greek': ['ἄγκυρα']},,"[{'id': 55862, 'uri': 'https://sedra.bethmardutho.org/api/word/55862.json'}]",noun,,Greek,ἄγκυρα
26685,"{'id': 29489, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29489.json'}",ܐܢܩܘܪܘܛܘܣ,{'English': ['anchored']},{'Greek': ['ἀγκυρωτός']},,"[{'id': 55863, 'uri': 'https://sedra.bethmardutho.org/api/word/55863.json'}]",noun,,Greek,ἀγκυρωτός
26688,"{'id': 29492, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29492.json'}",ܐܢܩܦܛܪܝܘܢ,{'English': ['excubitoria']},{'Greek': ['excubitorium']},,"[{'id': 55866, 'uri': 'https://sedra.bethmardutho.org/api/word/55866.json'}]",noun,,Greek,excubitorium
26695,"{'id': 29499, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29499.json'}",ܐܣܘܛܝܐ,{'English': ['profligacy']},{'Greek': ['ἀσωτία']},,"[{'id': 55873, 'uri': 'https://sedra.bethmardutho.org/api/word/55873.json'}]",noun,,Greek,ἀσωτία
26698,"{'id': 29502, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29502.json'}",ܐܣܛܐܟܘܣ,{'English': ['a parrot']},{'Greek': ['ψιττακός']},,"[{'id': 55876, 'uri': 'https://sedra.bethmardutho.org/api/word/55876.json'}]",noun,,Greek,ψιττακός
26699,"{'id': 29503, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29503.json'}",ܐܣܛܐܢܐ,{'English': ['the Straits']},{'Greek': ['στενός']},,"[{'id': 55877, 'uri': 'https://sedra.bethmardutho.org/api/word/55877.json'}]",proper noun (place name),,Greek,στενός
26700,"{'id': 29504, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29504.json'}",ܐܣܛܐܦܘܣ,{'English': ['the Blue Nile']},{'Greek': ['Ἀστάπους']},,"[{'id': 55878, 'uri': 'https://sedra.bethmardutho.org/api/word/55878.json'}]",noun,,Greek,Ἀστάπους
26701,"{'id': 29505, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29505.json'}",ܐܣܛܐܩܘ,{'English': ['crayfish']},{'Greek': ['ἀστακός']},,"[{'id': 55879, 'uri': 'https://sedra.bethmardutho.org/api/word/55879.json'}]",noun,,Greek,ἀστακός
26704,"{'id': 29508, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29508.json'}",ܐܣܛܘܟܘܕܘܣ,{'English': ['nightshade']},{'Greek': ['στρύχνον']},,"[{'id': 55882, 'uri': 'https://sedra.bethmardutho.org/api/word/55882.json'}]",noun,,Greek,στρύχνον
26705,"{'id': 29509, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29509.json'}",ܐܣܛܘܡܟܝܩܘܢ,{'English': ['stomachic']},{'Greek': ['στομαχικός']},,"[{'id': 55883, 'uri': 'https://sedra.bethmardutho.org/api/word/55883.json'}]",adjective,,Greek,στομαχικός
26707,"{'id': 29511, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29511.json'}",ܐܣܛܦܛܝܩܢ,{'English': ['styptic']},{'Greek': ['στυπτικός']},,"[{'id': 55885, 'uri': 'https://sedra.bethmardutho.org/api/word/55885.json'}]",adjective,,Greek,στυπτικός
26708,"{'id': 29512, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29512.json'}",ܐܣܛܪܐܘܣ,{'English': ['oyster']},{'Greek': ['ὄστρεον']},,"[{'id': 55886, 'uri': 'https://sedra.bethmardutho.org/api/word/55886.json'}]",noun,,Greek,ὄστρεον
26709,"{'id': 29513, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29513.json'}",ܐܣܛܪܒܝܠܝܐ,{'English': ['pine cone']},{'Greek': ['στροβίλινος']},,"[{'id': 55887, 'uri': 'https://sedra.bethmardutho.org/api/word/55887.json'}]",noun,,Greek,στροβίλινος
26711,"{'id': 29515, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29515.json'}",ܐܣܛܪܟܝܘܢ,{'English': ['nightshade']},{'Greek': ['στρύχνον']},,"[{'id': 55889, 'uri': 'https://sedra.bethmardutho.org/api/word/55889.json'}]",noun,,Greek,στρύχνον
26713,"{'id': 29517, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29517.json'}",ܐܣܝܢܘ,{'English': ['Asiatics']},{'Greek': ['Ἀσιανός']},,"[{'id': 55891, 'uri': 'https://sedra.bethmardutho.org/api/word/55891.json'}]",proper noun,,Greek,Ἀσιανός
26715,"{'id': 29519, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29519.json'}",ܐܣܝܩܝܣܛܘܢ,{'French': ['sans ombre']},{'Greek': ['ἀσκίαστος']},,"[{'id': 55893, 'uri': 'https://sedra.bethmardutho.org/api/word/55893.json'}]",adjective,,Greek,ἀσκίαστος
26716,"{'id': 29520, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29520.json'}",ܐܣܝܪܣ,{'English': ['Osiris']},{'Greek': ['Ὄσιρις']},,"[{'id': 55894, 'uri': 'https://sedra.bethmardutho.org/api/word/55894.json'}]",proper noun,,Greek,Ὄσιρις
26719,"{'id': 29523, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29523.json'}",ܐܣܟܠܪܐ,{'English': ['the Imperial Guards']},{'Greek': ['σχολάριος']},,"[{'id': 55897, 'uri': 'https://sedra.bethmardutho.org/api/word/55897.json'}]",noun,,Greek,σχολάριος
26720,"{'id': 29524, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29524.json'}",ܐܣܟܝܠܘܢܐ,{'English': ['asp-tortoise']},{'Greek': ['ἀσπιδοχελώνη']},,"[{'id': 55898, 'uri': 'https://sedra.bethmardutho.org/api/word/55898.json'}]",noun,,Greek,ἀσπιδοχελώνη
26722,"{'id': 29526, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29526.json'}",ܐܣܦܐܪܝܘ,{'English': ['Westerners']},{'Greek': ['ἑσπέριος']},,"[{'id': 55900, 'uri': 'https://sedra.bethmardutho.org/api/word/55900.json'}]",demonym,,Greek,ἑσπέριος
26729,"{'id': 29533, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29533.json'}",ܐܣܦܩܠܝܣ,{'English': ['lye']},{'Greek': ['σφέκλη']},,"[{'id': 55907, 'uri': 'https://sedra.bethmardutho.org/api/word/55907.json'}]",noun,,Greek,σφέκλη
26732,"{'id': 29536, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29536.json'}",ܐܣܦܪܛܘܠܐ,{'English': ['a little basket']},{'Greek': ['sportula']},,"[{'id': 55910, 'uri': 'https://sedra.bethmardutho.org/api/word/55910.json'}]",noun,,Greek,sportula
26734,"{'id': 29539, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29539.json'}",ܐܣܩܐܪܝܕܗܣ,{'English': ['tape worms']},{'Greek': ['ἀσκαρίς']},,"[{'id': 55913, 'uri': 'https://sedra.bethmardutho.org/api/word/55913.json'}]",noun,,Greek,ἀσκαρίς
26735,"{'id': 29540, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29540.json'}",ܐܣܩܕܝܐ,{'English': ['a raft']},{'Greek': ['σχεδία']},,"[{'id': 55914, 'uri': 'https://sedra.bethmardutho.org/api/word/55914.json'}]",noun,,Greek,σχεδία
26738,"{'id': 29543, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29543.json'}",ܐܣܩܘܣܝܐ,{'English': ['treatment']},{'Greek': ['σκευασία']},,"[{'id': 55917, 'uri': 'https://sedra.bethmardutho.org/api/word/55917.json'}]",noun,,Greek,σκευασία
26739,"{'id': 29544, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29544.json'}",ܐܣܩܘܪܝܢ,"{'English': ['tackle, ropes']}",{'Greek': ['σκευάριον']},,"[{'id': 55918, 'uri': 'https://sedra.bethmardutho.org/api/word/55918.json'}]",noun,,Greek,σκευάριον
26740,"{'id': 29545, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29545.json'}",ܐܣܩܝܒܘܪܓܘܢ,{'English': ['Asciburgium']},{'Greek': ['Ἀσκιβούργιον']},,"[{'id': 55919, 'uri': 'https://sedra.bethmardutho.org/api/word/55919.json'}]",proper noun (place name),,Greek,Ἀσκιβούργιον
26745,"{'id': 29550, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29550.json'}",ܐܦܕܝܩܢܘܐܝܩܘܢ,{'English': ['former barrister']},{'Greek': ['δικανικός']},,"[{'id': 55924, 'uri': 'https://sedra.bethmardutho.org/api/word/55924.json'}]",noun,,Greek,δικανικός
26747,"{'id': 29552, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29552.json'}",ܐܦܘܓܝܘܣ,{'English': ['apogee']},{'Greek': ['ἀπόγαιος']},,"[{'id': 55926, 'uri': 'https://sedra.bethmardutho.org/api/word/55926.json'}]",noun,,Greek,ἀπόγαιος
26748,"{'id': 29553, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29553.json'}",ܐܦܘܕܝܩܛܝܩܘܣ,{'English': ['by way of demonstration']},{'Greek': ['ἀποδεικτός']},,"[{'id': 55927, 'uri': 'https://sedra.bethmardutho.org/api/word/55927.json'}]",adjective,,Greek,ἀποδεικτός
26752,"{'id': 29557, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29557.json'}",ܐܦܘܠܝܡܢܝܣܩܘܣ,{'English': ['a critical mark']},{'Greek': ['λημνίσκος']},,"[{'id': 55931, 'uri': 'https://sedra.bethmardutho.org/api/word/55931.json'}]",noun,,Greek,λημνίσκος
26753,"{'id': 29558, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29558.json'}",ܐܦܘܠܡܣܝܣ,{'English': ['a receipt']},{'Greek': ['ἀπόλημψις']},,"[{'id': 55932, 'uri': 'https://sedra.bethmardutho.org/api/word/55932.json'}]",noun,,Greek,ἀπόλημψις
26756,"{'id': 29561, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29561.json'}",ܐܦܘܢܝܛܪܘܢ,"{'English': ['potash, borax']}",{'Greek': ['ἀφρόνιτρον']},,"[{'id': 55935, 'uri': 'https://sedra.bethmardutho.org/api/word/55935.json'}]",noun,,Greek,ἀφρόνιτρον
26757,"{'id': 29562, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29562.json'}",ܐܦܘܣܛܪܘܦܘܣ,{'English': ['an accent']},{'Greek': ['ἀπόστροφος']},,"[{'id': 55936, 'uri': 'https://sedra.bethmardutho.org/api/word/55936.json'}]",noun,,Greek,ἀπόστροφος
26758,"{'id': 29563, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29563.json'}",ܐܦܘܣܦܝܣܛܘܢ,{'English': ['a former sophist']},{'Greek': ['σοφιστής']},,"[{'id': 55937, 'uri': 'https://sedra.bethmardutho.org/api/word/55937.json'}]",noun,,Greek,σοφιστής
26759,"{'id': 29564, 'uri': 'https://sedra.bethmardutho.org/api/lexeme/29564.json'}",ܐܦܘܦܠܝܛܝܩܐ,{'English': ['paralysed']},{'Greek': ['ἀπόπληκτος']},,"[{'id': 55938, 'uri': 'https://sedra.bethmardutho.org/api/word/55938.json'}]",adjective,,Greek,ἀπόπληκτος
